,video_id,comments
208,KG5YFfR0j8A,"[""Let's continue the habit of commenting “understood” if you got the entire video. Please give it a like too, you don't 😞\n\nDo follow me on Instagram: striver_79"", 'SIR U R JUST AMAZING', 'i was doing the question on leetcode,i didnt read the question in which we were given graph[u] as an adj list and i kept on iterating and figuring out ways to create one , wasted half an hour \nINSIGHT: always read ques first.', 'Understood', 'Understood :)', 'US!!', 'Thank you so much striver!! UNDERSTOOD :)', 'Understood', 'understood Raj bro', 'understood']"
209,-vu34sct1g8,"[""Let's continue the habit of commenting “understood” if you got the entire video. Please give it a like too, you don't 😞\n\nDo follow me on Instagram: striver_79"", 'understood', 'Understood', 'understood', 'great explanation ... very easy to understand', 'great explanation ... very easy to understand', 'Op', 'awesome', 'understood', 'Understood striver, thanks a lot!!']"
210,7zmgQSJghpo,"[""Let's continue the habit of commenting “understood” if you got the entire video. Please give it a like too, you don't 😞\n\nDo follow me on Instagram: striver_79"", 'whole bfs and dfs code:\n \nclass Solution {\n  public:\n    void bfs(int i, int j, vector<pair<int,int>>& island, vector<vector<int>>& grid,vector<vector<int>>& vis,int cenRow,int cenCol) {\n        int n =grid.size();\n        int m = grid[0].size();\n        queue<pair<int,int>> q;\n        q.push({i,j});\n        vis[i][j] =1;\n        int delrow[] = {-1,0,1,0};\n        int delcol[] = {0,1,0,-1};\n        island.push_back({cenRow-i,cenCol-j});\n        while(!q.empty()) {\n            int row = q.front().first;\n            int col = q.front().second;\n            q.pop();\n\n            for(int i=0; i<4;i++) {\n                int nrow= row+delrow[i];\n                int ncol = col+delcol[i];\n                if(nrow>=0 && nrow<n && ncol>=0 && ncol<m && !vis[nrow][ncol] && grid[nrow][ncol] == 1) {\n                    bfs(nrow,ncol,island,grid,vis,cenRow,cenCol);\n                    vis[nrow][ncol] =1;\n                    island.push_back({cenRow-nrow, cenCol-ncol});\n                }\n            }\n            \n        }\n    }\n    void dfs(int row, int col, vector<pair<int,int>>& island, vector<vector<int>>& grid,vector<vector<int>>& vis,int cenRow,int cenCol) {\n        int n =grid.size();\n        int m = grid[0].size();\n        vis[row][col] =1;\n        int delrow[] = {-1,0,1,0};\n        int delcol[] = {0,1,0,-1};\n        island.push_back({cenRow-row,cenCol-col});\n        for(int i=0; i<4;i++) {\n            int nrow= row+delrow[i];\n            int ncol = col+delcol[i];\n            if(nrow>=0 && nrow<n && ncol>=0 && ncol<m && !vis[nrow][ncol] && grid[nrow][ncol] == 1) {\n                dfs(nrow,ncol,island,grid,vis,cenRow,cenCol);\n            }\n        }\n    }\n    int countDistinctIslands(vector<vector<int>>& grid) {\n        int n = grid.size();\n        int m= grid[0].size();\n        vector<vector<int>> vis(n,vector<int>(m,0));\n        set<vector<pair<int,int>>> st;\n        for(int i=0; i<n; i++) {\n            for(int j=0; j<m; j++) {\n                if(!vis[i][j] && grid[i][j] == 1) {\n                    vector<pair<int,int>> island;\n                    bfs(i,j,island,grid,vis,i,j);\n                    st.insert(island);\n                }\n            }\n        }\n        return st.size();\n    }\n};', 'understood bro', 'Understood', 'Understood :)', 'understood', '0:26 Striver bro', 'same code logic but a little messy code please check it out\nclass Solution {\n\n    int countDistinctIslands(int[][] grid) {\n        // Your Code here\n     boolean[][] visited = new boolean[grid.length][grid[0].length];\n        Set<ArrayList<String>> set = new HashSet<>();\n        \n        for (int i = 0; i < grid.length; i++) {\n            for (int j = 0; j < grid[0].length; j++) {\n                if (grid[i][j] == 1 && !visited[i][j]) {\n                    ArrayList<String> list = new ArrayList<>();\n                    dfs(grid, visited, i, j, i, j, list);\n                    set.add(list);\n                }\n            }\n        }\n        \n        return set.size();\n    }\n    \n    void dfs(int[][] grid, boolean[][] visited, int row, int col, int strow, int stcol, ArrayList<String> curr) {\n        if (row < 0 || row >= grid.length || col < 0 || col >= grid[0].length || visited[row][col] || grid[row][col] == 0) {\n            return;\n        }\n        \n        visited[row][col] = true;\n        String path = (row - strow) + "" "" + (col - stcol);\n        curr.add(path);\n        \n        dfs(grid, visited, row, col - 1, strow, stcol, curr);  // Left\n        dfs(grid, visited, row - 1, col, strow, stcol, curr);  // Up\n        dfs(grid, visited, row, col + 1, strow, stcol, curr);  // Right\n        dfs(grid, visited, row + 1, col, strow, stcol, curr);  // Down\n    }\n}', 'understood', 'That was a very good question']"
211,rxKcepXQgU4,"[""Let's continue the habit of commenting “understood” if you got the entire video. Please give it a like too, you don't 😞\n\nDo follow me on Instagram: striver_79"", 'understood', 'why DFS took more time than BFS in this question ?', 'AT first i though it can be complex but after reading so many positive comment i gave try ,and in just one time it got solved ..\nITNIIIIIII KHUSHIIIIIIII😭😭😭😭😭😭', '5:37  Biggest Motivation ever', 'i solved this question on my own, by watching the previous video, thank you so much.', 'Able to solve on my own', 'hey , i am getting memory limit exceeded on the last test case.Through DFS.can someone please help', 'awesome', 'DFS Code for this problem\n    \nclass Solution {\r\n    private void dfs(int row,int col,int[][]grid, int[][]vis,int[] delRow, int[] delCol){\r\n        int n = grid.length;\r\n        int m = grid[0].length;\r\n        vis[row][col]=1;\r\n\r\n        for(int i=0;i<4;i++){\r\n            int nrow = row +delRow[i];\r\n            int ncol = col + delCol[i];\r\n\r\n            while(nrow>=0 && nrow<n && ncol>=0 && ncol<m && grid[nrow][ncol]==1 && vis[nrow][ncol]==0){\r\n                dfs(nrow,ncol,grid,vis,delRow,delCol);\r\n            }\r\n        }\r\n    }\r\n    public int numEnclaves(int[][] grid) {\r\n        int n = grid.length;\r\n        int m = grid[0].length;\r\n        int vis[][] = new int[n][m];\r\n        for(int[] row: vis){\r\n            Arrays.fill(row,0);\r\n        }\r\n        int delRow[] = {-1,0,1,0};\r\n        int delCol[] = {0,1,0,-1};\r\n\r\n        for(int j=0;j<m;j++){\r\n            if(grid[0][j]==1 && vis[0][j]==0){\r\n                dfs(0,j,grid,vis,delRow,delCol);\r\n            }\r\n            if(grid[n-1][j]==1 && vis[n-1][j]==0){\r\n                dfs(n-1,j,grid,vis,delRow,delCol);\r\n            }\r\n        }\r\n        for(int i=0;i<n;i++){\r\n            if(grid[i][0]==1 && vis[i][0]==0){\r\n                dfs(i,0,grid,vis,delRow,delCol);\r\n            }\r\n            if(grid[i][m-1]==1 && vis[i][m-1]==0){\r\n                dfs(i,m-1,grid,vis,delRow,delCol);\r\n            }\r\n        }\r\n        int count=0;\r\n        int cnt=0;\r\n        for(int i=0;i<n;i++){\r\n            for(int j=0;j<m;j++){\r\n                if(grid[i][j]==1){\r\n                    count++;\r\n                }\r\n                if(vis[i][j]==1){\r\n                    cnt++;\r\n                }\r\n            }\r\n           \r\n        }\r\n         return count-cnt;\r\n    }\r\n}']"
212,BtdgAys4yMk,"[""Let's continue the habit of commenting “understood” if you got the entire video. Please give it a like too, you don't 😞\n\nDo follow me on Instagram: striver_79"", 'understood', 'striver thanks alot fot your effort in making such an amazing in depth free course , i just watched you first 6 - 7 videos and i am telling you i am able to solve medium level questions on leetcode it really boost up up confidence thanks alot striver', '*understood*, day 1 of documenting myself', 'using jS one can make a game that contain the player which is surrounded by a protection layer and enemy can enter through the boundry points', 'Understood', 'God of dsa🙏', ""It was'nt even tough problem after you explain"", 'Why do we use DFS instead of BFS', 'awesome']"
213,edXdVwkYHF8,"[""Let's continue the habit of commenting “understood” if you got the entire video. Please give it a like too, you don't 😞\n\nDo follow me on Instagram: striver_79"", 'thank you', 'understood', 'its done sir,,,,,(thanks a lot ) by myself after taking intution', 'Good Concept goes in the reverse process!!', 'solved using bfs \nclass Solution\n{\n    class Cell{\n        int row;\n        int column;\n        int time;\n        Cell(int row, int column , int time){\n            this.row = row;\n            this.column = column;\n            this.time = time;\n        }\n        \n    }\n    public void bfs(int i, int j ,  Queue<Cell> q,int[][] grid, boolean visited[][],int time){\n        \n        grid[i][j] = time;\n        \n        //moving right\n        if(j+1 < grid[0].length && grid[i][j+1] == 0 && !visited[i][j+1]){\n \n            Cell c = new Cell(i,j+1,time+1);\n            q.add(c);\n            visited[i][j+1] = true;\n        }\n        //moving left\n        if(j-1 >= 0 && grid[i][j-1] == 0 && !visited[i][j-1]){\n           \n            Cell c = new Cell(i,j-1,time+1);\n            q.add(c);\n            visited[i][j-1] = true;\n        }\n        //moving top\n        if(i-1 >= 0 && grid[i-1][j] == 0 && !visited[i-1][j]){\n            \n            Cell c = new Cell(i-1,j,time+1);\n            q.add(c);\n            visited[i-1][j] = true;\n        }\n        //moving down\n        if(i+1 < grid.length && grid[i+1][j] == 0 && !visited[i+1][j]){\n             \n            Cell c = new Cell(i+1,j,time+1);\n            q.add(c);\n            visited[i+1][j] = true;\n        }\n    }\n    public int[][] nearest(int[][] grid)\n    {\n         Queue<Cell> q = new LinkedList<>();\n         \n         boolean visited[][] = new boolean[grid.length][grid[0].length];\n         \n         for(int i = 0 ; i < grid.length; i++){\n             for(int j = 0 ; j < grid[i].length ; j++){\n                 if(grid[i][j] == 1 && !visited[i][j]){\n                     visited[i][j] = true;\n                     Cell c = new Cell(i,j,0);\n                     q.add(c);\n                 }\n             }\n         }\n         \n         while(!q.isEmpty()){\n             Cell c = q.remove();\n             int row = c.row;\n             int column = c.column;\n             int time = c.time;\n             bfs(row,column,q,grid,visited,time);\n         }\n         return grid;\n          \n    }\n}', 'memory limit exceeded dikha rha heh', 'Started gaining confidence in Graph.\nFinally after too many efforts i understood it ,i am just using a wrong approach ,after watching his approach i connect it with rotten oranges problem and solved it', 'you killed the explanation part, commendable', 'Understood!!']"
214,zQ3zgFypzX4,"[""Let's continue the habit of commenting “understood” if you got the entire video. Please give it a like too, you don't 😞\n\nDo follow me on Instagram: striver_79"", 'understood', ""Simple intution is : It's not the parent still already visited that means cycle exists"", '200th comment : )', 'understood', 'great explanation bhaiya, totally understood', 'understooddd', 'Without seeing a code i had doned\nCredits goes to striver who has an talent to make it as easy entire dsa  for us....❤', 'bool dfs(int node, int parent, vector<int>adj[], vector<int>&vis){\n        vis[node]=1;\n        \n        for(auto K:adj[node]){\n            if(vis[K] && K!=parent)return true;\n            if(!vis[K] && dfs(K,node,adj,vis))return true;\n        }\n        return false;\n    }\n    bool isCycle(int V, vector<int> adj[]) {\n\n        vector<int>vis(V);\n        for(int i=0; i<V; i++){\n            if(!vis[i]){\n                if(dfs(i,-1,adj,vis)) return true;\n            }\n        }\n        return false;\n    }', 'the concept of more than two parent to detect cycle is also good......\n\nIf in any adjacency list, if we find two or more visited node during BFS or DFS  in a undirected graph then it will have a cycle.\n\n\n\n bool detectcycle(int i, vector<int>&vis, vector<int>adj[]){\n        bool iscycledetected=false;\n        \n        vis[i]=1;\n        int count=0;\n        \n        for(auto K:adj[i]){\n            if(vis[K])count++;\n        }\n        \n        if(count>1)iscycledetected=true;// this is the check for cycle\n        \n        \n        for(auto K:adj[i]){\n            if(!vis[K]){\n                bool x1=detectcycle(K,vis,adj);\n                \n                iscycledetected=x1|iscycledetected;\n                \n            }\n        }\n        \n        return iscycledetected;\n    }\n    \n    \n    bool isCycle(int V, vector<int> adj[]) {\n        \n        // This is the main function\n        \n        vector<int>vis(V);\n        for(int i=0; i<V; i++){\n            if(!vis[i]){\n                bool x = detectcycle(i,vis,adj);\n                if(x==true)return x;\n            }\n        }\n        return false;\n    }']"
215,BPlrALf1LDU,"[""Let's continue the habit of commenting “understood” if you got the entire video. Please give it a like too, you don't 😞\n\nDo follow me on Instagram: striver_79"", 'Thankyou Striver, Understood!', 'Understood', 'Understood', 'understood', 'Understood, ea pura wow wala  solution 😄.', ""We can do without parent too using 0, 1, 2 in visited array instead of 0, 1. We will mark visited[node] = 1 when we are pushing it into the queue and visited[node] = 2 when we are taking it out which denotes all of its neighbours are pushed into the queue. When we get a neighbour's visited value to be 1, it means it is waiting in queue because of a parent, and now this has become parent. Hence a cycle exists.\n\nCode:\n\nbool bfs(int V, vector<int> adj[], vector<int> &vis, int source) {\n        queue<int> q;\n        q.push(source);\n        vis[source] = 1;\n        \n        while (!q.empty()) {\n            auto node = q.front();\n            \n            for (auto &el: adj[node]) {\n                if (vis[el] == 1) return true;\n                if (!vis[el]) {\n                    q.push(el);\n                    vis[el] = 1;\n                }\n            }\n            \n            q.pop();\n            vis[node] = 2;\n        }\n        return false;\n    }\n    \n    bool isCycle(int V, vector<int> adj[]) {\n        // Code here\n        vector<int> vis(V,0);\n        for (int i=0; i<V; ++i) {\n            if (!vis[i] && bfs(V, adj, vis, i)) return true;\n        }\n        return false;\n    }"", 'understood', 'parent!=adjacentNode ::: yeh wala code samajh nhi aa rha heh baki logic clear heh', 'Why not dfs??']"
216,yf3oUhkvqA0,"[""Let's continue the habit of commenting “understood” if you got the entire video. Please give it a like too, you don't 😞\n\nDo follow me on Instagram: striver_79"", 'understood', 'understood', 'I am getting runtime error\nTime limit exceeded.', 'notes Taken', 'tysm sir', 'understood', 'Understood :)', 'thanks!', 'understood']"
217,muncqlKJrH0,"[""In leetcode, the question is different. Read the movements there.\n\nLet's continue the habit of commenting “understood” if you got the entire video.\n\nDo follow me on Instagram: striver_79"", 'Using this approach, leetcode me mera case 2 galat answer de rha hai, who so ?', 'understood', 'op', 'understood.. thanks for this amazing series :)', 'understood', 'Liked the video, notes taken, understood', '*understood*', ""For people who are confused in Leetcode problem:\nIn leetcode, it is specified that we have to check only in 4 direction instead of 8  i.e. top, right, bottom and left.\nThe same code will work, just you have to not consider the remaining 4 directions.\nYou have to add this extra check in your loops:\nif((i==-1 && j==-1) || (i==-1&&j==1) || (i==1&&j==-1) || (i==1&&j==1)) continue;\n\nUpdated for loops in bfs() function:\nfor(int i=-1; i<=1; i++){\r\n                for(int j=-1; j<=1; j++) {\r\n                    if((i==-1 && j==-1) || (i==-1&&j==1) || (i==1&&j==-1) || (i==1&&j==1)) continue;\r\n                    int nbrRow = currRow+i;\r\n                    int nbrCol = currCol+j;\r\n                    if(nbrRow >= 0 && nbrRow < n && nbrCol>=0 && nbrCol < m && grid[nbrRow][nbrCol] == '1' && !vis[nbrRow][nbrCol]){\r\n                        vis[nbrRow][nbrCol] = 1;\r\n                        q.push({nbrRow, nbrCol});\r\n                    }      \r\n                }\r\n}"", 'understood']"
218,C-2_uSRli8o,"[""Let's continue the habit of commenting “understood” if you got the entire video.\n\nDo follow me on Instagram: striver_79"", 'understood', 'understood striver', 'Liked the video, notes taken, understood', 'Understood Striver, Thankyou!', 'understood', 'a small doubt here why he preffered dfs over bsf', 'solved on my own using dfs\npublic void dfs(int[][]image, int i , int j, int initial, int changecolor,int rows, int columns){\n        \n        image[i][j] = changecolor;\n        \n        //moving right\n        if(j+1 < columns && image[i][j+1] == initial){\n            dfs(image,i,j+1,initial,changecolor,rows,columns);\n        }\n        \n        //moving left\n         if(j-1 >= 0 && image[i][j-1] == initial){\n            dfs(image,i,j-1,initial,changecolor,rows,columns);\n        }\n        \n        //moving down\n         if(i+1 < rows && image[i+1][j] == initial){\n            dfs(image,i+1,j,initial,changecolor,rows,columns);\n        }\n        \n         if(i-1 >= 0 && image[i-1][j] == initial){\n            dfs(image,i-1,j,initial,changecolor,rows,columns);\n        }\n        return ;\n    }\n    public int[][] floodFill(int[][] image, int sr, int sc, int newColor)\n    {\n        int value = image[sr][sc];\n        if(value != newColor){\n        dfs(image,sr,sc,value,newColor,image.length,image[0].length);\n        }\n        return image;\n    }', 'us', 'I got maximum call stack exceeded error in JavaScript with DFS approach. BFS is working fine here.']"
219,ACzkVtewUYA,"[""Let's continue the habit of commenting “understood” if you got the entire video.\n\nDo follow me on Instagram: striver_79"", 'thankyou', 'understood', 'liked the video, notes taken, understood', 'understood... Thanks for this amazing series', 'us', 'Understood', 'thank you very much', 'I solved the question immediatedly after he said we need to change the given input into adjacency list in less than 1min😝', 'No i think time complexity of this question is O(n^2). because one loop is travel for all vertices and in each one loop a inner loop is also created .here not O(n)+O(v+2E)  .I think here T.C. is O(n)*O(v+2e) which is approximately equal to O(n^2)']"
220,Qzf1a--rhp8,"[""Let's continue the habit of commenting “understood” if you got the entire video.\n\nDo follow me on Instagram: striver_79"", 'Liked the video, notes taken, understood', 'But there is no base case', 'Errors n not declared + vector has no member named push', 'us', 'us', 'At 14:05 12563487 sir it is the answer you left 3', 'Thankyou Striver, Understood!', 'tysm sir', 'understood..']"
221,-tgVpUgsQ5k,"[""Let's continue the habit of commenting “understood” if you got the entire video.\n\nDo follow me on Instagram: striver_79"", 'Thank you', 'understood,', 'Liked the video, notes taken, understood', '3:43 Understand BFS in Depth !', 'thank you', 'can anyone please explain how this loop is running?\n\n```while(!q.empty()){\n            \n            int node=q.front();\n            q.pop();\n            bfs.push_back(node);\n            for(auto t:adj[node]){\n                if(!vis[t]) {\n                    vis[t]=1;\n                    q.push(t);\n                }\n            }```', 'understood', 'us', 'understood']"
222,lea-Wl_uWXY,"['Lets continue the habit of commenting “understood” if you got the entire video.\n\nDo follow me at Instagram: striver_79', 'understood ...', 'Liked the video, notes taken, understood', 'us', 'understood', 'tysm sir', 'Thank you', 'understood', 'us', 'understood']"
223,OsNklbh9gYI,"['Lets continue the habit of commenting “understood” if you got the entire video.\n\nDo follow me at Instagram: striver_79', 'Understood, thanks a lot!', 'tysm sir', '@striver at 8:55, I think the space complexity should be O (n + 2m) because irrespective of the number of edges we are gonna create empty lists for each of the vertex. Correct me if I am wrong?', 'can we store the graph in a HashMap instead of an ArrayList? the space complexity will still be the same but Time Complexity will reduce incase we need to access a particular edge...', 'Understood', 'Understood', 'understood!', ""this video was simply GREAT. I really loved it, it was so much help. I hope to keep learning from you :') Greetings from a Cuban Computer Science student :3"", 'great explanation as always !']"
224,3oI-34aPMWM,"['Lets continue the habit of commenting “understood” if you got the entire video.\n\nDo follow me at Instagram: striver_79', 'Thank you so much', 'US', 'Liked the video, notes taken, understood', 'understood', 'In the adj matrix code at 06:37 there will be adj[n+1][n+1], not adj[n+1][m+1].  We all understood this from your explanation. Thank you for such great playlists.💛', 'us', 'Thankyou Striver, Understood!', '@takeUforward\nhow to solve if node is negatives??\nlike how you represents {(-1 --> 3),', ',hkbjbkg']"
225,M3_pLsDdeuU,"['Lets continue the habit of commenting “understood” if you got the entire video.\n\nDo follow me at Instagram: striver_79', 'US', 'Understood', 'Notes Taken, liked, understood', 'understood !', 'us', 'By BFS :-\nvector<int> shortestPath(int N,int M, vector<vector<int>>& edges){\n        vector<pair<int,int>>adj[N];\n        for(int i=0;i<M;i++){\n            adj[edges[i][0]].push_back({edges[i][1],edges[i][2]});\n        }\n        vector<int>record(N,INT_MAX);\n        record[0]=0;\n        queue<int>q;\n        q.push(0);\n        while(!q.empty()){\n            int element=q.front();\n            q.pop();\n            for(auto it:adj[element]){\n                int fst=it.first;\n                int sec=it.second;\n                if(record[fst]>record[element]+sec){\n                 record[fst]=record[element]+sec;\n                 q.push(fst);\n                }\n            }\n        }\n        for(int i=0;i<N;i++){\n            if(record[i]==INT_MAX){\n                record[i]=-1;\n            }\n        }\n        return record;\n    }', 'understood', 'understood !', 'I am a mother of 6 year old and working as a Senior Engineer in Melbourne, I have big plans to join the top tech firms here and this channel is getting immensely helpful. As I am having very limited time in a day and I am trying to do few question per day. I have a timeline of 8 -12 months before my big move. Commenting here to know more from people like me who find very limited time to skill up and to also keep myself reminded of the 8-12 months timeline ..lol :D']"
226,RRVYpIET_RU,"['Check Coding Ninjas Out: https://bit.ly/3GMlV7Z', 'Thank you!', 'good resource to revise stl', 'thanks man it helps a lot', 'Gaining such a substantial amount of knowledge with clear examples in just one hour is simply amazing. Thank you!', 'understood !! \nBut bhaiya the notes are not opening', 'Amazing video, after a long today I learnt STL.', '31:00', 'Understood', 'so good no more talks just learning']"
227,auS1fynpnjo,"['With this, we complete all videos of the DP series required for placement. I will be super happy and more motivated if you can leave your review on Linkedin about how was this playlist. It has taken a lot of effort to create every video. Please do tag me if you decide to post, keeps me motivated.', 'Thank u sir', 'Thanks Striver for this amazing playlist which indeed cured my fear for DP and recursion. Respect for all those who stayed till the end and completed the playlist, hope you guys get placed at the companies you dreamed of.', 'for brute force we can use a sliding window solution\nhere is my code \nclass Solution {\n    public int countSquares(int[][] m) {\n        int arr[] = new int[m[0].length];\n        int c = 0;\n        \n        for(int i = 0;i<m.length;i++){\n           for(int j = 0;j<m[0].length;j++){\n               if(m[i][j]==1){\n                arr[j]++;\n               }\n               else{\n                  arr[j] = 0;\n               }\n           }\n           for(int p = 1;p<=(i+1);p++){\n              int ii = 0;\n              int ji = 0;\n              int cc=0;\n              while(ji<m[0].length){\n                if(arr[ji]>=p)cc++;\n                 if(ji-ii+1==p){\n                    if(cc==p)c++;\n                    if(arr[ii]>=p)cc--;\n                    ii++;\n                 }\n                 ji++;\n              }\n           }\n        }\n        return c;\n            }\n}', 'Today is  07-july-2024 and i completed this playlist. Thank you striver for these amazing videos. Now i m moving towards your  graphs playlist. Hope it will be  amazing like this.', 'finally done with dp playlist in 1 month', 'understood!! Thanks for each and every video of this series. It was really very helpful and I loved the way you teach. Thanks once again striver bhaiya..', 'understood all the problems and the problem types, now feeling confident in dp', 'Amazing, completed the DP series with you in just a week, superb learning experience. Will go next for Graphs and Trie and I think I;m all set up for the intern season starting this august..\nThanks Stryver, you rock!', 'Thnak you\nUnderStood!!!']"
228,tOylVCugy9k,"['this blew my mind , on god , hats off man!', 'understood', 'Understood ❤❤❤', 'Thank you!\nUnderstood!!!', ""Understood!! Thank you Striver for this amazing playlist and kudos to all the hard work you've put in to bring us this amazing content!!"", 'US!', 'thanks a lot\n', ""for max area of row 2...why won't it be 1x3 ??"", 'This is today’s lc problem 😅', 'Brilliant.']"
229,PhWWJmaKfMc,"['Can someone answer this question Why can front partition logic cannot be applied in minimum cost to cut stick, burst balloons, evaluate boolean expression??', 'did that que by myself , thankyou striver for this  gold dp series .', 'Thank you\nUnderstood!!!', 'Understood❤❤❤', 'solution to incorrectly liked problem\n////////********************/////////////***************\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\*********************\\\\\\\\\\\\\\\n\nint solve(int i, int x,vector<int> &num, vector<vector<int>> &dp ){\r\n    if(x==0)return 0;\r\n    if(i==num.size())return 1e7;\r\n\r\n    if(dp[i][x]!=-1)return dp[i][x];\r\n    int take=1e7;\r\n    if(num[i]<=x)take=1+solve(i, x-num[i], num, dp);\r\n    int notTake=solve(i+1, x, num, dp);\r\n    return  dp[i][x]=min(take,notTake);\r\n}\r\nint minimumElements(vector<int> &num, int x)\r\n{\r\n    // Write your code here..\r\n    int n=num.size();\r\n    vector<vector<int>> dp(n,vector<int>(x+1,-1));\r\n    int res=solve(0, x, num,dp);\r\n    if(res==1e7)return -1;\r\n    return res;\r\n}', 'understood very clearly thank you striver.', 'US!', 'Solved this on my own! thank you so much', 'Understood', 'understood']"
230,_H8V5hJUGd0,"['How is Time complexity N^2? What about the extra loop for checking palindrome?', 'Tabulation code for leetcode : class Solution {\r\nprivate:\r\n    bool isPalindrome(string &s, int i, int j){\r\n        while(i < j){\r\n            if(s[i] != s[j]) return false;\r\n            i++;\r\n            j--;\r\n        }\r\n        return true;\r\n    }\r\npublic:\r\n    int minCut(string s) {\r\n        int n= s.length();\r\n        vector<int> dp(n + 1, 0);\r\n        \r\n        for(int i = n - 1; i >= 0; i--){\r\n            int minCuts = INT_MAX;\r\n            for(int j = i; j < n; j++){\r\n                if(isPalindrome(s, i, j)){\r\n                    int cuts = 1 + dp[j + 1];\r\n                    minCuts = min(minCuts, cuts);\r\n                }\r\n            }\r\n\r\n            dp[i] = minCuts;\r\n        }\r\n\r\n        return dp[0] - 1;\r\n    }\r\n};', 'My solution worked on LeetCode :\n\n```\nclass Solution(object):\n    def minCut(self, s):\n        """"""\n        :type s: str\n        :rtype: int\n        """"""\n        n = len(s)\n        dp = [-1]*n\n\n        memo_palindrome = [[None] * n for _ in range(n)]\n\n        def minCost(i, s):\n            if i==n:\n                return 0\n            \n            if dp[i]!=-1:\n                return dp[i]\n            \n            min_cost = float(""inf"")\n\n            for j in range(i, n):\n                t = s[i:j+1]\n                if t == t[::-1]:\n                    cost = 1 + minCost(j+1, s)\n                    min_cost = min(cost, min_cost)\n            \n            dp[i] = min_cost\n            return dp[i]\n            \n        return minCost(0, s) - 1\n```', 'Amazing. Thanks for this!!', 'understood', 'understood', 'understood', 'US!', 'its tc wil be O(n^3) because we r chwcking for valid palindrome also', 'Understood']"
